timestamp,city,temperature,desciption
2025-12-09T10:41:40.284Z,Panama,23.64,light rain
2025-12-09T10:41:42.497Z,Panama,23.64,light rain
2025-12-09T10:41:44.983Z,Panama,23.64,light rain
2025-12-09T10:41:47.330Z,Panama,23.64,light rain
2025-12-09T12:28:33.879Z,Panama,23.83,broken clouds
